Timestamp,Hostname,EventID,Image,CommandLine,ParentImage,ParentCommandLine,User,TargetImage,GrantedAccess,DestinationIP,DestinationPort,Protocol
2026-07-14 12:48:20,WKS-HR-03,1,excel.exe,,explorer.exe,,r.patel,,,,,
2026-07-14 12:48:47,WKS-ENG-12,1,chrome.exe,,explorer.exe,,m.chen,,,,,
2026-07-14 12:51:34,WKS-HR-03,1,excel.exe,,explorer.exe,,k.wright,,,,,
2026-07-14 13:06:27,WKS-FIN-07,1,chrome.exe,,explorer.exe,,s.jenkins,,,,,
2026-07-14 13:18:20,SRV-FILE-01,1,onedrive.exe,,explorer.exe,,svc_backup,,,,,
2026-07-14 13:36:37,WKS-FIN-07,1,acrord32.exe,,chrome.exe,,s.jenkins,,,,,
2026-07-14 13:38:33,WKS-HR-03,1,outlook.exe,,explorer.exe,,k.wright,,,,,
2026-07-14 13:38:45,WKS-IT-02,1,excel.exe,,explorer.exe,,j.alvarez,,,,,
2026-07-14 13:43:44,WKS-FIN-07,1,chrome.exe,,explorer.exe,,s.jenkins,,,,,
2026-07-14 13:44:05,SRV-FILE-01,1,teams.exe,,explorer.exe,,svc_backup,,,,,
2026-07-14 13:45:13,SRV-FILE-01,1,chrome.exe,,explorer.exe,,svc_backup,,,,,
2026-07-14 13:47:23,WKS-HR-03,1,acrord32.exe,,chrome.exe,,k.wright,,,,,
2026-07-14 13:47:35,WKS-IT-02,1,acrord32.exe,,chrome.exe,,j.alvarez,,,,,
2026-07-14 13:49:25,WKS-ENG-12,1,onedrive.exe,,explorer.exe,,m.chen,,,,,
2026-07-14 13:51:27,WKS-ENG-12,1,outlook.exe,,explorer.exe,,t.oconnor,,,,,
2026-07-14 13:52:05,WKS-IT-02,1,chrome.exe,,explorer.exe,,j.alvarez,,,,,
2026-07-14 13:56:25,WKS-FIN-07,1,onedrive.exe,,explorer.exe,,s.jenkins,,,,,
2026-07-14 14:00:39,WKS-ENG-12,1,vssadmin.exe,vssadmin.exe delete shadows /all /quiet,cmd.exe,,j.alvarez,,,,,
2026-07-14 14:00:54,SRV-FILE-01,1,vssadmin.exe,vssadmin.exe delete shadows /all /quiet,cmd.exe,,j.alvarez,,,,,
2026-07-14 14:01:27,WKS-ENG-12,1,chrome.exe,,explorer.exe,,t.oconnor,,,,,
2026-07-14 14:02:43,WKS-FIN-07,1,vssadmin.exe,vssadmin.exe delete shadows /all /quiet,cmd.exe,,j.alvarez,,,,,
2026-07-14 14:03:21,WKS-HR-03,1,vssadmin.exe,vssadmin.exe delete shadows /all /quiet,cmd.exe,,j.alvarez,,,,,
2026-07-14 14:05:12,SRV-FILE-01,1,excel.exe,,explorer.exe,,svc_backup,,,,,
2026-07-14 14:10:08,WKS-HR-03,1,chrome.exe,,explorer.exe,,k.wright,,,,,
2026-07-14 14:14:00,WKS-ENG-12,1,encryptor.exe,encryptor.exe --target=C:\Users --ext=.shadowvault,svchost_upd.exe,,j.alvarez,,,,,
2026-07-14 14:16:00,WKS-HR-03,1,encryptor.exe,encryptor.exe --target=C:\Users --ext=.shadowvault,svchost_upd.exe,,j.alvarez,,,,,
2026-07-14 14:18:47,WKS-IT-02,1,outlook.exe,,explorer.exe,,j.alvarez,,,,,
2026-07-14 14:21:54,WKS-HR-03,1,acrord32.exe,,chrome.exe,,r.patel,,,,,
2026-07-14 14:22:50,WKS-HR-03,1,outlook.exe,,explorer.exe,,r.patel,,,,,
2026-07-14 14:25:30,WKS-ENG-12,1,onedrive.exe,,explorer.exe,,t.oconnor,,,,,
2026-07-14 14:26:00,SRV-FILE-01,1,encryptor.exe,encryptor.exe --target=C:\Users --ext=.shadowvault,svchost_upd.exe,,j.alvarez,,,,,
2026-07-14 14:30:00,WKS-FIN-07,1,encryptor.exe,encryptor.exe --target=C:\Users --ext=.shadowvault,svchost_upd.exe,,j.alvarez,,,,,
2026-07-14 14:36:38,WKS-HR-03,1,onedrive.exe,,explorer.exe,,r.patel,,,,,
2026-07-14 14:40:24,WKS-ENG-12,1,excel.exe,,explorer.exe,,m.chen,,,,,
2026-07-14 14:40:50,WKS-FIN-07,1,teams.exe,,explorer.exe,,s.jenkins,,,,,
2026-07-14 14:46:29,WKS-HR-03,1,outlook.exe,,explorer.exe,,k.wright,,,,,
2026-07-14 14:52:45,WKS-ENG-12,1,chrome.exe,,explorer.exe,,m.chen,,,,,
2026-07-14 14:57:04,WKS-FIN-07,1,acrord32.exe,,chrome.exe,,s.jenkins,,,,,
2026-07-14 15:30:47,WKS-HR-03,1,onedrive.exe,,explorer.exe,,r.patel,,,,,
2026-07-14 15:33:52,WKS-ENG-12,1,teams.exe,,explorer.exe,,m.chen,,,,,
2026-07-14 15:34:48,WKS-IT-02,1,onedrive.exe,,explorer.exe,,j.alvarez,,,,,
2026-07-14 15:34:53,WKS-IT-02,1,chrome.exe,,explorer.exe,,j.alvarez,,,,,
2026-07-14 15:35:32,WKS-HR-03,1,onedrive.exe,,explorer.exe,,k.wright,,,,,
2026-07-14 15:44:00,WKS-ENG-12,1,outlook.exe,,explorer.exe,,m.chen,,,,,
2026-07-14 15:45:51,WKS-HR-03,1,excel.exe,,explorer.exe,,r.patel,,,,,
2026-07-14 15:57:01,WKS-IT-02,1,onedrive.exe,,explorer.exe,,j.alvarez,,,,,
2026-07-14 16:17:02,SRV-FILE-01,1,teams.exe,,explorer.exe,,svc_backup,,,,,
2026-07-14 16:42:58,SRV-FILE-01,1,acrord32.exe,,chrome.exe,,svc_backup,,,,,
2026-07-14 16:48:19,WKS-ENG-12,1,onedrive.exe,,explorer.exe,,t.oconnor,,,,,
2026-07-14 16:48:37,SRV-FILE-01,1,acrord32.exe,,chrome.exe,,svc_backup,,,,,
